filename	wav	sentence	speaker
arctic_b0445	arctic_b0445.wav	Mops, sir, eagerly answered the sailor at the wheel.	bdl
arctic_b0446	arctic_b0446.wav	Some one had thrust a large sheath-knife into his hand.	bdl
arctic_b0447	arctic_b0447.wav	O'Brien emitted a shriek that sank swiftly to a gurgling sob.	bdl
arctic_b0448	arctic_b0448.wav	Sandel would never become a world champion.	bdl
arctic_b0449	arctic_b0449.wav	Also, she wouldn't walk.	bdl
arctic_b0450	arctic_b0450.wav	To my dearest and always appreciated friend, I submit myself.	bdl
arctic_b0451	arctic_b0451.wav	You used to joyride like the very devil.	bdl
arctic_b0452	arctic_b0452.wav	They saw each other for the first time in Boston.	bdl
arctic_b0453	arctic_b0453.wav	Isaac Ford, the austere soldier of the Lord, the old hypocrite.	bdl
arctic_b0454	arctic_b0454.wav	Eighteen, he added.	bdl
arctic_b0455	arctic_b0455.wav	His reward should have been peace and repose.	bdl
arctic_b0456	arctic_b0456.wav	He was an amphibian and a mountaineer.	bdl
arctic_b0457	arctic_b0457.wav	It was sanctification and salvation.	bdl
arctic_b0458	arctic_b0458.wav	The history of the eighteenth century is written, Ernest prompted.	bdl
arctic_b0459	arctic_b0459.wav	They are not biologists nor sociologists.	bdl
arctic_b0460	arctic_b0460.wav	The more his opponents grew excited, the more Ernest deliberately excited them.	bdl
arctic_b0461	arctic_b0461.wav	By virtue of that power we shall remain in power.	bdl
arctic_b0462	arctic_b0462.wav	One guess will do, Ernest retorted.	bdl
arctic_b0463	arctic_b0463.wav	Take my advice and accept the vacation.	bdl
arctic_b0464	arctic_b0464.wav	I could not agree with Ernest.	bdl
arctic_b0465	arctic_b0465.wav	But such divergence of opinion would constitute no menace to society.	bdl
arctic_b0466	arctic_b0466.wav	It is dog eat dog, and you ate them up.	bdl
arctic_b0467	arctic_b0467.wav	Let us run them for ourselves.	bdl
arctic_b0468	arctic_b0468.wav	It was introduced by Representative Dick of Ohio.	bdl
arctic_b0469	arctic_b0469.wav	Very few people knew of the existence of this law.	bdl
arctic_b0470	arctic_b0470.wav	The very thing, Ernest agreed.	bdl
arctic_b0471	arctic_b0471.wav	Also a fellow Senator, Chauncey Depew, said.	bdl
arctic_b0472	arctic_b0472.wav	Ernest saw in the affair the most sinister import.	bdl
arctic_b0473	arctic_b0473.wav	Then there was the campaign.	bdl
arctic_b0474	arctic_b0474.wav	He was manifestly distressed by my coming.	bdl
arctic_b0475	arctic_b0475.wav	Not a wheel moved in his empire.	bdl
arctic_b0476	arctic_b0476.wav	The reorganization of these countries took the form of revolution.	bdl
arctic_b0477	arctic_b0477.wav	You're going in for grab sharing.	bdl
arctic_b0478	arctic_b0478.wav	The Oligarchy will encourage such ambition and the consequent competition.	bdl
arctic_b0479	arctic_b0479.wav	Violation of this law was made a high misdemeanor and punished accordingly.	bdl
arctic_b0480	arctic_b0480.wav	Without discussion, it was the agents provocateurs who caused the Peasant Revolt.	bdl
arctic_b0481	arctic_b0481.wav	The task we set ourselves was threefold.	bdl
arctic_b0482	arctic_b0482.wav	Many other similar disconcerting omissions will be noticed in the Manuscript.	bdl
arctic_b0483	arctic_b0483.wav	The flower of the artistic and intellectual world were revolutionists.	bdl
arctic_b0484	arctic_b0484.wav	This the Iron Heel foresaw and laid its schemes accordingly.	bdl
arctic_b0485	arctic_b0485.wav	The mob came on, but it could not advance.	bdl
arctic_b0486	arctic_b0486.wav	But why continue the tirade, for tirade it was.	bdl
arctic_b0487	arctic_b0487.wav	After all superfluous flesh is gone what is left is stringy and resistant.	bdl
arctic_b0488	arctic_b0488.wav	Beyond refusing to sell us food, they left us to ourselves.	bdl
arctic_b0489	arctic_b0489.wav	He was a merry monarch, especially so for an Asiatic.	bdl
arctic_b0490	arctic_b0490.wav	What an excited whispering and conferring took place.	bdl
arctic_b0491	arctic_b0491.wav	Jacob Brinker, who was his roadmate, brought the news.	bdl
arctic_b0492	arctic_b0492.wav	Thus he turned the tenets and jargon of psychology back on me.	bdl
arctic_b0493	arctic_b0493.wav	You yellow giant thing of the frost.	bdl
arctic_b0494	arctic_b0494.wav	Never so strange a prophet came up to Jerusalem.	bdl
arctic_b0495	arctic_b0495.wav	We who have endured so much surely can endure a little more.	bdl
arctic_b0496	arctic_b0496.wav	I have seen myself that one man contemplated by Pascal's philosophic eye.	bdl
arctic_b0497	arctic_b0497.wav	One great drawback to farming in California is our long dry summer.	bdl
arctic_b0498	arctic_b0498.wav	I remembered the red wine of the Italian rancho, and shuddered inwardly.	bdl
arctic_b0499	arctic_b0499.wav	I said, and dismissed the matter as not worth thinking about.	bdl
arctic_b0500	arctic_b0500.wav	Then came my boy code.	bdl
arctic_b0501	arctic_b0501.wav	And wherever I ranged, the way lay along alcohol-drenched roads.	bdl
arctic_b0502	arctic_b0502.wav	And as we hurried up town, Joe Goose explained.	bdl
arctic_b0503	arctic_b0503.wav	The scents of strange vegetation blew off the tropic land.	bdl
arctic_b0504	arctic_b0504.wav	The life there was healthful and athletic, but too juvenile.	bdl
arctic_b0505	arctic_b0505.wav	How valiantly I went at it that first day.	bdl
arctic_b0506	arctic_b0506.wav	It would help to tide me along until I got steady employment.	bdl
arctic_b0507	arctic_b0507.wav	Did I possess too much vitality.	bdl
arctic_b0508	arctic_b0508.wav	In his anxiety and solicitude and love they did not count.	bdl
arctic_b0509	arctic_b0509.wav	He had fulfilled his duty and paid properly.	bdl
arctic_b0510	arctic_b0510.wav	He knew what taboos he was violating.	bdl
arctic_b0511	arctic_b0511.wav	Do you value your hide.	bdl
arctic_b0512	arctic_b0512.wav	You should have seen them when they heard me spitting Chinook.	bdl
arctic_b0513	arctic_b0513.wav	He plodded on for half an hour, when the hallucination arose again.	bdl
arctic_b0514	arctic_b0514.wav	Tomorrow or next day it might he gone.	bdl
arctic_b0515	arctic_b0515.wav	But already he had composed himself.	bdl
arctic_b0516	arctic_b0516.wav	Zilla relaxed her sour mouth long enough to sigh her satisfaction.	bdl
arctic_b0517	arctic_b0517.wav	Eggshell is not good to eat.	bdl
arctic_b0518	arctic_b0518.wav	But there was also talk of witchcraft in the village.	bdl
arctic_b0519	arctic_b0519.wav	Yea, I will tell thee.	bdl
arctic_b0520	arctic_b0520.wav	Hans hurled himself upon the prostrate man, striking madly with his fists.	bdl
arctic_b0521	arctic_b0521.wav	And he thought of Oona, and of her words.	bdl
arctic_b0522	arctic_b0522.wav	Nor would it thaw out his hands and feet.	bdl
arctic_b0523	arctic_b0523.wav	The Russian music player, the Count, was her obedient slave.	bdl
arctic_b0524	arctic_b0524.wav	So far as flags were concerned, they were beyond all jurisdiction.	bdl
arctic_b0525	arctic_b0525.wav	New idea, he volunteered, brand new idea.	bdl
arctic_b0526	arctic_b0526.wav	Thirty pounds, said the captain with finality.	bdl
arctic_b0527	arctic_b0527.wav	The very idea of it was preposterous.	bdl
arctic_b0528	arctic_b0528.wav	Captain Doane's orders were swiftly obeyed.	bdl
arctic_b0529	arctic_b0529.wav	Come on, Del Mar challenged.	bdl
arctic_b0530	arctic_b0530.wav	He had a big chimpanzee that was a winner.	bdl
arctic_b0531	arctic_b0531.wav	I am sure it must have been some adventure.	bdl
arctic_b0532	arctic_b0532.wav	That Longfellow chap most likely had written countless books of poetry.	bdl
arctic_b0533	arctic_b0533.wav	His abnormal power of vision made abstractions take on concrete form.	bdl
arctic_b0534	arctic_b0534.wav	I'll tell you, the librarian said with a brightening face.	bdl
arctic_b0535	arctic_b0535.wav	He read his fragments aloud.	bdl
arctic_b0536	arctic_b0536.wav	Typhoid -- did I tell you.	bdl
arctic_b0537	arctic_b0537.wav	But she had become an automaton.	bdl
arctic_b0538	arctic_b0538.wav	At the best, they were necessary accessories.	bdl
arctic_b0539	arctic_b0539.wav	You were making them talk shop, Ruth charged him.	bdl
